voltage,dvdq
0.0,0.09458190119480532
0.0015015015015015015,0.021062637316664398
0.003003003003003003,0.05389346731273193
0.0045045045045045045,0.03166315004054537
0.006006006006006006,0.008277349189969245
0.0075075075075075074,0.047212190455064355
0.009009009009009009,0.018237850943935503
0.01051051051051051,0.02563950213649653
0.012012012012012012,0.048706928793262154
0.013513513513513514,0.08498194678363744
0.015015015015015015,0.0015550746932197837
0.016516516516516516,0.0986364517479375
0.018018018018018018,0.022243994440259783
0.01951951951951952,0.14593142874172138
0.02102102102102102,0.12546094371137217
0.02252252252252252,0.14348398441003224
0.024024024024024024,0.09112411362657905
0.025525525525525526,0.0744795106287597
0.02702702702702703,0.09440482967398914
0.028528528528528527,0.13446072327801217
0.03003003003003003,0.10085875111852731
0.03153153153153153,0.18463735564350062
0.03303303303303303,0.12966188185820635
0.03453453453453453,0.12473887406693462
0.036036036036036036,0.31349709706388645
0.03753753753753754,0.26219138361669425
0.03903903903903904,0.4225182124046954
0.04054054054054054,0.46163450301971065
0.04204204204204204,0.5570486449513119
0.04354354354354354,0.6566712174549776
0.04504504504504504,0.8102114707969975
0.046546546546546545,0.9996919689689941
0.04804804804804805,1.141259676257027
0.04954954954954955,1.2784148948004233
0.05105105105105105,1.596464429663119
0.052552552552552555,1.8815021522008002
0.05405405405405406,2.3147250471760588
0.05555555555555555,2.5536944577925205
0.057057057057057055,3.0619064770631934
0.05855855855855856,3.5498845687279044
0.06006006006006006,4.212845567121964
0.06156156156156156,4.89725962505115
0.06306306306306306,5.544572340686325
0.06456456456456457,6.365723814613549
0.06606606606606606,7.216112211387562
0.06756756756756757,8.168681894579512
0.06906906906906907,9.203380470367163
0.07057057057057058,10.353292127008052
0.07207207207207207,11.541946684814473
0.07357357357357357,12.700695485682454
0.07507507507507508,14.0898796072118
0.07657657657657657,15.424802901740462
0.07807807807807808,16.68513479316593
0.07957957957957958,18.1222921534819
0.08108108108108109,19.429850871097475
0.08258258258258258,20.77064758823705
0.08408408408408408,22.065929310733946
0.08558558558558559,23.417195294410924
0.08708708708708708,24.64070264578436
0.08858858858858859,25.858492977624316
0.09009009009009009,26.88185799050358
0.0915915915915916,27.830338072177778
0.09309309309309309,28.717993694994274
0.0945945945945946,29.370203450845942
0.0960960960960961,29.87723111355008
0.09759759759759759,30.28714127693552
0.0990990990990991,30.51881299286717
0.1006006006006006,30.649202220558514
0.1021021021021021,30.48603736947931
0.1036036036036036,30.144637476775006
0.10510510510510511,29.73640172637654
0.1066066066066066,29.06342152132444
0.10810810810810811,28.41813750924196
0.10960960960960961,27.62596410722126
0.1111111111111111,26.70167568310118
0.11261261261261261,25.635465115101905
0.11411411411411411,24.53426036188946
0.11561561561561562,23.282903427810762
0.11711711711711711,22.059886861093013
0.11861861861861862,20.82749175422138
0.12012012012012012,19.64217023061101
0.12162162162162161,18.349794276917017
0.12312312312312312,17.123152967018893
0.12462462462462462,15.962610798561759
